iter	Logloss
200	0.4071315825
201	0.4065638781
202	0.4058997035
203	0.4054917991
204	0.404512167
205	0.4039152861
206	0.4034661353
207	0.4029674232
208	0.4026644826
209	0.4022975266
210	0.4017553031
211	0.4012860656
212	0.4009296298
213	0.4004459083
214	0.3998692036
215	0.3993829191
216	0.3988348246
217	0.3982793987
218	0.3978826404
219	0.3973349631
220	0.3967899978
221	0.3963138759
222	0.395845294
223	0.3952822089
224	0.394854486
225	0.3945135772
226	0.3938081563
227	0.3933100104
228	0.3929818273
229	0.3925729394
230	0.3923131526
231	0.3917917907
232	0.3915128112
233	0.3912402987
234	0.3906135857
235	0.390288353
236	0.3898847103
237	0.3893792033
238	0.3889279664
239	0.3884766698
240	0.3880188465
241	0.3874666989
242	0.3870580792
243	0.3869392276
244	0.3863748312
245	0.3860681057
246	0.3854956031
247	0.3851794302
248	0.3847235441
249	0.3842970133
250	0.3839875758
251	0.3836983442
252	0.383322835
253	0.3829115331
254	0.3826310635
255	0.3820524812
256	0.3818953931
257	0.3813620508
258	0.3808678389
259	0.3805416226
260	0.3802908361
261	0.3798511028
262	0.3794765472
263	0.3791662455
264	0.3789268732
265	0.3785413504
266	0.3781740069
267	0.3775519431
268	0.377335608
269	0.3765609264
270	0.3762287498
271	0.3758136332
272	0.375428021
273	0.3745892942
274	0.3740872145
275	0.3736174107
276	0.3733028769
277	0.3730024993
278	0.372777015
279	0.3722441792
280	0.3719763458
281	0.3715706468
282	0.3710906208
283	0.370757103
284	0.3703513741
285	0.3700720668
286	0.369690001
287	0.3694665432
288	0.3689898849
289	0.3684490025
290	0.3680650592
291	0.3679395318
292	0.3675675988
293	0.3672073483
294	0.3669011891
295	0.3666132689
296	0.3660984635
297	0.3658279181
298	0.3655350208
299	0.3649885654
300	0.3645780683
301	0.3642219603
302	0.363629669
303	0.3633135557
304	0.3629938364
305	0.3625572324
306	0.3620624244
307	0.3616988063
308	0.361382544
309	0.3609930575
310	0.3606508076
311	0.360275358
312	0.3598716855
313	0.3594641387
314	0.359193027
315	0.3590198159
316	0.3587700725
317	0.3583019078
318	0.3578108549
319	0.3572949469
320	0.3568904698
321	0.3565977216
322	0.356013298
323	0.3557733297
324	0.3554598093
325	0.3551659286
326	0.354919076
327	0.3545631468
328	0.3543006182
329	0.3538961411
330	0.3536726534
331	0.3534190059
332	0.3530700803
333	0.3527239561
334	0.3526161909
335	0.3523409963
336	0.3521260619
337	0.3518814445
338	0.3515594006
339	0.3511724174
340	0.3510152102
341	0.3507832289
342	0.3505083919
343	0.350296855
344	0.3500011861
345	0.3496791124
346	0.3494009972
347	0.3490696549
348	0.3489101529
349	0.348606199
350	0.3482393026
351	0.3479575515
352	0.3476084471
353	0.347304672
354	0.3466073573
355	0.3463483155
356	0.3459359109
357	0.3457001746
358	0.3453326225
359	0.3449941576
360	0.3446574211
361	0.3441624045
362	0.3438737988
363	0.3435955048
364	0.3432821929
365	0.3429926634
366	0.3427531719
367	0.3424318135
368	0.342212677
369	0.3419952393
370	0.3414670825
371	0.3412598372
372	0.3411328793
373	0.3405958712
374	0.3404023349
375	0.3399625123
376	0.3396347761
377	0.3395062685
378	0.3391144276
379	0.3389168084
380	0.338886857
381	0.3384561837
382	0.3381776214
383	0.3378924429
384	0.3377094269
385	0.3373346925
386	0.3371577859
387	0.3369605541
388	0.3367062211
389	0.336440891
390	0.3360137045
391	0.335814625
392	0.3355977237
393	0.3354200721
394	0.3351303935
395	0.3348860145
396	0.3346063495
397	0.3344810009
398	0.334104836
399	0.3338987827
400	0.3337258101
401	0.3334780037
402	0.3332780302
403	0.3331344128
404	0.3327822983
405	0.3325843215
406	0.3323916793
407	0.3321990669
408	0.3320062459
409	0.331761688
410	0.3314583302
411	0.3313201964
412	0.3310131729
413	0.3308007121
414	0.3301633
415	0.3298321962
416	0.3295105398
417	0.3291934729
418	0.3289557099
419	0.3287492692
420	0.3285564184
421	0.3281225562
422	0.3279845715
423	0.3277537227
424	0.3275287747
425	0.3272161484
426	0.3269213438
427	0.3266303837
428	0.3263734579
429	0.3261503875
430	0.3259673119
431	0.3256510496
432	0.3253926635
433	0.3251263201
434	0.3248350024
435	0.3242882788
436	0.324017942
437	0.3237859607
438	0.3235147893
439	0.3233166933
440	0.3230175078
441	0.3227143884
442	0.3225094378
443	0.322260201
444	0.3219829798
445	0.3216575384
446	0.3215529919
447	0.3212946355
448	0.3210833967
449	0.3208914101
450	0.3205217719
451	0.3201025724
452	0.3197240233
453	0.3195534945
454	0.3192906976
455	0.3191192746
456	0.318957299
457	0.3187670708
458	0.3186330497
459	0.3182905316
460	0.3180936873
461	0.317933172
462	0.3176561594
463	0.3172619939
464	0.3170591593
465	0.316929996
466	0.3167035282
467	0.3163953424
468	0.3162342906
469	0.3161070049
470	0.3159785867
471	0.3157114387
472	0.3153971732
473	0.315007478
474	0.3147943318
475	0.3145443797
476	0.314144969
477	0.3140186071
478	0.3138519526
479	0.3135962188
480	0.31335783
481	0.3131072521
482	0.3128016591
483	0.312735647
484	0.3125135005
485	0.3123903275
486	0.3122331202
487	0.3119547367
488	0.3115971684
489	0.3113067448
490	0.3111824095
491	0.3110337257
492	0.3108594418
493	0.3106834888
494	0.3105520606
495	0.3104007542
496	0.31015414
497	0.3100678921
498	0.3098928928
499	0.3096420467
500	0.3094912767
501	0.3091832697
502	0.3089990318
503	0.3087161183
504	0.3085363805
505	0.3081473708
506	0.307818085
507	0.3077008724
508	0.307580024
509	0.307207644
510	0.307033658
511	0.3068695068
512	0.3065632582
513	0.306345284
514	0.3059963584
515	0.3057335615
516	0.3055388629
517	0.3051196933
518	0.304931283
519	0.3047655225
520	0.3044436574
521	0.3044422567
522	0.3042548299
523	0.3040960133
524	0.3039240241
525	0.3037629724
526	0.3035926521
527	0.3032970428
528	0.3029773831
529	0.3027101755
530	0.3025718033
531	0.3024561107
532	0.3020996451
533	0.3018837571
534	0.3015833497
535	0.3014303744
536	0.3011837304
537	0.3010409474
538	0.3008268178
539	0.3007656932
540	0.300455898
541	0.3003191054
542	0.3001388907
543	0.3000386357
544	0.2998282313
545	0.299644053
546	0.2994055152
547	0.2992587686
548	0.2989965081
549	0.2987790108
550	0.2984855175
551	0.2981960773
552	0.298061192
553	0.2976935506
554	0.2975432277
555	0.297298193
556	0.2970731258
557	0.2968482077
558	0.2966281176
559	0.2964657545
560	0.2962124944
561	0.2959148288
562	0.2957285643
563	0.2956095934
564	0.2954044938
565	0.2952437997
566	0.2949551344
567	0.2947530746
568	0.2946818173
569	0.2943310738
570	0.2941127419
571	0.2939068675
572	0.2935636044
573	0.2932753563
574	0.2928480804
575	0.2926362753
576	0.2924091816
577	0.2921512723
578	0.2918959856
579	0.2915135026
580	0.2913360894
581	0.2910874188
582	0.2909340858
583	0.2907838821
584	0.290504247
585	0.2902638316
586	0.2900621295
587	0.2898083329
588	0.2896732092
589	0.2895380855
590	0.2892075181
591	0.2890790701
592	0.2888145447
593	0.2885741591
594	0.2884156704
595	0.2879838943
596	0.287835598
597	0.2877221107
598	0.2873770595
599	0.2872506976
600	0.2870400548
601	0.2868072987
602	0.2866351902
603	0.2864985466
604	0.2863215506
605	0.2861184478
606	0.2858823538
607	0.2857485414
608	0.285485059
609	0.285189271
610	0.2849928141
611	0.2847963274
612	0.2844803929
613	0.2843437791
614	0.2840923071
615	0.283926785
616	0.2837719917
617	0.2835603356
618	0.2833306491
619	0.2830607295
620	0.2828591764
621	0.2827213407
622	0.282479316
623	0.282217443
624	0.2819416523
625	0.2814413309
626	0.2811897099
627	0.2810259461
628	0.2808188498
629	0.2806349397
630	0.2804574966
631	0.2802398205
632	0.2801145315
633	0.2799132466
634	0.2796906233
635	0.2795575559
636	0.2793605328
637	0.2792134285
638	0.2790721357
639	0.2787485719
640	0.278470397
641	0.2781742513
642	0.277947247
643	0.2776986957
644	0.2774704993
645	0.2770607471
646	0.2769117951
647	0.2767595053
648	0.2765443325
649	0.2763348818
650	0.2761720419
651	0.2758404315
652	0.275629878
653	0.2753015161
654	0.2751486897
655	0.2750043869
656	0.2749358714
657	0.2748011947
658	0.274576664
659	0.2744274735
660	0.2741577029
661	0.2740100026
662	0.27386567
663	0.2737144232
664	0.2735363841
665	0.2732920647
666	0.2731686532
667	0.2728796899
668	0.2726575136
669	0.2724345326
670	0.2723755836
671	0.2720543742
672	0.2717549205
673	0.271558702
674	0.2714700699
675	0.2712263167
676	0.2710497677
677	0.2708334923
678	0.2707080245
679	0.2705926299
680	0.2705361545
681	0.2702835202
682	0.2701257765
683	0.2699383497
684	0.2698078752
685	0.2696509957
686	0.2694974244
687	0.2693248391
688	0.2691553831
689	0.268905431
690	0.2687790692
691	0.2685087323
692	0.2682349384
693	0.2677714229
694	0.2674886584
695	0.2672809958
696	0.2672318816
697	0.2670732737
698	0.2668733001
699	0.2667315304
700	0.2665823102
701	0.2662899494
702	0.2661255598
703	0.2658672333
704	0.2657851875
705	0.2655403614
706	0.2652751505
707	0.2651494741
708	0.2648591399
709	0.2644912004
710	0.2643412054
711	0.2642003298
712	0.2640184164
713	0.2638261914
714	0.2636456192
715	0.2635111809
716	0.2632001638
717	0.263096869
718	0.2629053295
719	0.2627753615
720	0.2627215385
721	0.2624956965
722	0.2623471022
723	0.2621224523
724	0.2620007992
725	0.2618690431
726	0.2617592812
727	0.2615574002
728	0.2614614666
729	0.2612242103
730	0.2610717416
731	0.2610116601
732	0.2607192695
733	0.26055336
734	0.2603865862
735	0.2601845264
736	0.2599669397
737	0.2597326636
738	0.2595123649
739	0.2592802644
740	0.2591924667
741	0.2588727474
742	0.2586724758
743	0.2583762705
744	0.2582955956
745	0.2579860687
746	0.257710129
747	0.2575722635
748	0.2573131919
749	0.2571905255
750	0.2569003701
751	0.2568551898
752	0.2567524016
753	0.2566306889
754	0.2564986646
755	0.2563545704
756	0.2562799752
757	0.2560775876
758	0.2560328245
759	0.2557657659
760	0.2555381656
761	0.2553130388
762	0.2552129626
763	0.2551276684
764	0.2551137805
765	0.2550007701
766	0.2547616959
767	0.2545853257
768	0.254298985
769	0.2542695403
770	0.2541532218
771	0.2539199293
772	0.2537651062
773	0.2536398768
774	0.2534800172
775	0.2533808947
776	0.2531193495
777	0.2528114915
778	0.2526186407
779	0.2525086105
780	0.2523670197
781	0.2520745397
782	0.2518451214
783	0.2516701519
784	0.2514018416
785	0.251349777
786	0.2512141168
787	0.2510956824
788	0.2508597374
789	0.250695169
790	0.2503860593
791	0.2503005266
792	0.2500773072
793	0.2497895658
794	0.2494972944
795	0.2493292242
796	0.249104917
797	0.2487878799
798	0.2486932874
799	0.2482278347
800	0.2480685115
801	0.2480407953
802	0.2477500737
803	0.2474272996
804	0.2471951097
805	0.2471136749
806	0.246974647
807	0.2466547191
808	0.2465678602
809	0.2464520037
810	0.2462759912
811	0.246166423
812	0.2459652722
813	0.2457587123
814	0.2455952466
815	0.2453632653
816	0.2448969632
817	0.2448892742
818	0.2446707785
819	0.2444902658
820	0.2442141175
821	0.2440553308
822	0.2436323911
823	0.2435680926
824	0.2434481531
825	0.2432681769
826	0.2429473251
827	0.2429154813
828	0.2427127212
829	0.2425952256
830	0.2424695641
831	0.2423936129
832	0.2422525883
833	0.2420357168
834	0.241897285
835	0.2416853905
836	0.2415361106
837	0.2413211018
838	0.2411699891
839	0.2411386371
840	0.240835309
841	0.2407126129
842	0.240614742
843	0.2405457348
844	0.2403933555
845	0.2401096523
846	0.2398641855
847	0.2396840751
848	0.2395678014
849	0.2394777834
850	0.2393375337
851	0.2392449677
852	0.239141047
853	0.2390916944
854	0.238943398
855	0.2389001101
856	0.2388410866
857	0.2386621982
858	0.238482371
859	0.2383206785
860	0.2382004857
861	0.2380218506
862	0.2379502058
863	0.2378171086
864	0.2374979854
865	0.2373948544
866	0.2372832894
867	0.2371656299
868	0.2369504124
869	0.2369439304
870	0.2366470098
871	0.2365154028
872	0.2363128364
873	0.2360851169
874	0.2358715236
875	0.2355901003
876	0.2354850769
877	0.2353726923
878	0.2352679968
879	0.2351213545
880	0.2350583076
881	0.2348770797
882	0.2346344292
883	0.2344698757
884	0.234274894
885	0.2342080921
886	0.2340638936
887	0.2339303941
888	0.2337745726
889	0.2336282134
890	0.2335655391
891	0.2333813012
892	0.233241111
893	0.233034417
894	0.2329304814
895	0.2327185273
896	0.2325209081
897	0.2323964536
898	0.232250452
899	0.2321922332
900	0.2320362031
901	0.232010603
902	0.2318138182
903	0.2316098213
904	0.2315811962
905	0.2314150631
906	0.2312049568
907	0.2311517596
908	0.231033951
909	0.2308837771
910	0.2307376266
911	0.2304973006
912	0.2302746773
913	0.2299771309
914	0.2298389375
915	0.2295024544
916	0.2293796241
917	0.2291491926
918	0.228954494
919	0.2288833112
920	0.2286763638
921	0.2285770178
922	0.2285007834
923	0.2283931673
924	0.2282600701
925	0.2280323207
926	0.2278757393
927	0.2277925164
928	0.2274013609
929	0.2272704393
930	0.2270074338
931	0.226827845
932	0.2266573906
933	0.2265421897
934	0.2263944596
935	0.2261468321
936	0.2260002792
937	0.2259358168
938	0.2257841378
939	0.2256987244
940	0.2256149054
941	0.2255827188
942	0.225488916
943	0.2251268327
944	0.2250358462
945	0.2248990834
946	0.2246554047
947	0.2245381176
948	0.2241369486
949	0.2240636796
950	0.2237839699
951	0.223700732
952	0.2235566974
953	0.2234511077
954	0.2232356369
955	0.2230829
956	0.222979635
957	0.2229122519
958	0.2227414846
959	0.2226346135
960	0.2224384695
961	0.2222596407
962	0.222030133
963	0.2218556702
964	0.2217090577
965	0.2216473818
966	0.2215482742
967	0.2212989479
968	0.2211123705
969	0.2210963368
970	0.2210015506
971	0.2207764089
972	0.2206419408
973	0.2204718888
974	0.2204080373
975	0.2201874405
976	0.2200894952
977	0.219980821
978	0.2199487984
979	0.2198142409
980	0.2196064889
981	0.2195070684
982	0.2194495797
983	0.2193182707
984	0.2191304713
985	0.2190911919
986	0.2188681513
987	0.2187995464
988	0.2187697887
989	0.2186237425
990	0.2185702026
991	0.2185003459
992	0.2183396518
993	0.2182350606
994	0.2181463093
995	0.2179229259
996	0.21789518
997	0.2177118659
998	0.2176370025
999	0.21747154
