iter	Logloss
191	0.4016127946
192	0.4010676571
193	0.4005643485
194	0.4001620416
195	0.3997016412
196	0.3990746287
197	0.3987195741
198	0.3981823814
199	0.3975168466
200	0.39693548
201	0.3965422072
202	0.3962272913
203	0.3957562005
204	0.395345666
205	0.3947230722
206	0.3941487792
207	0.3935715396
208	0.3929953464
209	0.3924606697
210	0.3921281491
211	0.3916365539
212	0.3912780646
213	0.3909409206
214	0.3903430438
215	0.3898871919
216	0.389359466
217	0.3889847186
218	0.3884393044
219	0.3880692349
220	0.3876117456
221	0.3870087586
222	0.3866138074
223	0.3861703501
224	0.3856054632
225	0.3852862582
226	0.3846384389
227	0.3842029513
228	0.3839160045
229	0.3836088798
230	0.3834252546
231	0.3829753056
232	0.3824368936
233	0.3821310221
234	0.3816914651
235	0.381401192
236	0.3808881481
237	0.380547816
238	0.3800650506
239	0.3795612642
240	0.3791125505
241	0.3786232954
242	0.3782131808
243	0.3777730171
244	0.377482436
245	0.3771181089
246	0.3765814785
247	0.3761702141
248	0.3757995973
249	0.375492553
250	0.374979534
251	0.3746300381
252	0.3742269359
253	0.3738802967
254	0.3735147725
255	0.3730711178
256	0.3727038326
257	0.3724732379
258	0.3721480739
259	0.3716989428
260	0.3713143931
261	0.371014783
262	0.3704590278
263	0.3700941338
264	0.3697735364
265	0.3691992731
266	0.36888912
267	0.368540509
268	0.3681180231
269	0.3677837636
270	0.367444971
271	0.3670975122
272	0.366669477
273	0.3663953714
274	0.3661630753
275	0.3656620275
276	0.3651299559
277	0.3647099694
278	0.3642178344
279	0.3638811862
280	0.3634961669
281	0.3630591174
282	0.3626479719
283	0.3622654151
284	0.3619649331
285	0.361589044
286	0.3612140163
287	0.3608858354
288	0.3606094818
289	0.3601262123
290	0.3597398915
291	0.3593818665
292	0.3591230867
293	0.3587556546
294	0.3584674891
295	0.3580501199
296	0.3577150759
297	0.3575120769
298	0.3573202562
299	0.3569096619
300	0.3566998622
301	0.3563788432
302	0.3560795782
303	0.3557006215
304	0.3553276599
305	0.3550270542
306	0.3547254843
307	0.354389469
308	0.3538655841
309	0.3533897404
310	0.3529781108
311	0.3527754616
312	0.3524756496
313	0.3520922176
314	0.3515976256
315	0.3512443171
316	0.3508885443
317	0.3505769164
318	0.3501451507
319	0.3497754369
320	0.3495646189
321	0.3491951212
322	0.3487710847
323	0.3485555695
324	0.3480191239
325	0.3475496964
326	0.3472102775
327	0.3469569059
328	0.3466965655
329	0.3464002942
330	0.3460149829
331	0.3456766926
332	0.3453595659
333	0.3450767695
334	0.3446947908
335	0.3444384528
336	0.3441484351
337	0.3437807126
338	0.3434300824
339	0.3429911154
340	0.3427382673
341	0.3424647327
342	0.3422691982
343	0.341820404
344	0.3416209034
345	0.3413395957
346	0.3410836164
347	0.3408095458
348	0.3405829059
349	0.3402986166
350	0.3400727133
351	0.3398718241
352	0.3394713668
353	0.3391196577
354	0.3387361061
355	0.3384258458
356	0.3380651215
357	0.3377100644
358	0.3374645989
359	0.33715215
360	0.3368978689
361	0.3365234508
362	0.3361777056
363	0.3360136224
364	0.3356878191
365	0.3354458328
366	0.3351006882
367	0.3348988684
368	0.3347476205
369	0.3342536218
370	0.3339238856
371	0.3336968103
372	0.333295595
373	0.3329297016
374	0.3327183047
375	0.3325011661
376	0.3322435289
377	0.3320419077
378	0.3316531741
379	0.3314190919
380	0.3311000751
381	0.330943419
382	0.3304928994
383	0.33029423
384	0.330171432
385	0.329914571
386	0.3296175833
387	0.3295565012
388	0.3293857841
389	0.3291926342
390	0.3288959635
391	0.3285903837
392	0.3282464244
393	0.3280063193
394	0.3278523706
395	0.3275650877
396	0.3273295275
397	0.3270285128
398	0.3268104028
399	0.3265593038
400	0.3262750683
401	0.3258542584
402	0.3255186724
403	0.325020547
404	0.3247470046
405	0.3244134622
406	0.3241972071
407	0.3239878155
408	0.3236742148
409	0.3235470186
410	0.323215981
411	0.3228970035
412	0.3224316561
413	0.3221896325
414	0.3219269505
415	0.3216378489
416	0.3212395602
417	0.3209907072
418	0.3207450122
419	0.3204850255
420	0.3203998923
421	0.3202169231
422	0.3198509353
423	0.3196492697
424	0.3192958335
425	0.3189544256
426	0.318710318
427	0.3184880311
428	0.3183136216
429	0.3178043548
430	0.3176411731
431	0.3172862393
432	0.3170894045
433	0.3169044359
434	0.3165960428
435	0.3163771715
436	0.3160622483
437	0.3159145387
438	0.3155120451
439	0.3152397613
440	0.3149333108
441	0.3148082031
442	0.3146419234
443	0.3143891642
444	0.3140978111
445	0.3139094713
446	0.3136798375
447	0.313487854
448	0.3133171017
449	0.3130735892
450	0.3128573393
451	0.3123677811
452	0.3120115066
453	0.3117572506
454	0.3116173072
455	0.3113395637
456	0.3110652327
457	0.3108333912
458	0.3104665854
459	0.3101570761
460	0.309987773
461	0.3098060878
462	0.3097130346
463	0.3095776803
464	0.3093412112
465	0.3091150749
466	0.3086804505
467	0.3083564357
468	0.3080592829
469	0.3077618758
470	0.3075611664
471	0.3074079005
472	0.3072668171
473	0.3069232453
474	0.3068038065
475	0.3065907151
476	0.3063974109
477	0.306221969
478	0.3058578877
479	0.3056087004
480	0.3053433961
481	0.3050748274
482	0.3048514752
483	0.3045616587
484	0.3044729952
485	0.3042445965
486	0.3039139688
487	0.3037595579
488	0.3034718288
489	0.3031480585
490	0.3029932761
491	0.3028550756
492	0.3025293347
493	0.3023253193
494	0.3021656488
495	0.3019921639
496	0.3019071346
497	0.3014812151
498	0.3013478379
499	0.3011081225
500	0.300954421
501	0.3007784712
502	0.3006026586
503	0.3003688448
504	0.3002197128
505	0.2999946695
506	0.2996891489
507	0.2995519793
508	0.2994414917
509	0.2993229053
510	0.2990370789
511	0.2988047239
512	0.2984782961
513	0.2983442314
514	0.2981074533
515	0.2979724225
516	0.2978127069
517	0.2975945683
518	0.2972636262
519	0.2970317746
520	0.2967464473
521	0.2965207963
522	0.2963089272
523	0.29609055
524	0.295868187
525	0.295578599
526	0.2953510682
527	0.2951649318
528	0.2949723578
529	0.2947826921
530	0.2946431601
531	0.2943467397
532	0.294196038
533	0.2938513223
534	0.2936241794
535	0.2933029118
536	0.2930648939
537	0.2929207073
538	0.2927169122
539	0.2925923337
540	0.2922522924
541	0.2921043573
542	0.2917768107
543	0.2916643379
544	0.2913459424
545	0.291048119
546	0.2907928602
547	0.2904317592
548	0.2902395741
549	0.2900505316
550	0.2899344985
551	0.2894805903
552	0.289190684
553	0.2890641635
554	0.2888616746
555	0.2885900382
556	0.288225788
557	0.287961316
558	0.2878048873
559	0.2876714328
560	0.287374288
561	0.2872267049
562	0.2869904453
563	0.2866656368
564	0.2864472747
565	0.2863185848
566	0.2859904671
567	0.2857942021
568	0.2854211344
569	0.2851822689
570	0.2850149186
571	0.2848351933
572	0.2846798386
573	0.2845444771
574	0.2844019141
575	0.2841315722
576	0.2838624368
577	0.2836737287
578	0.2833072754
579	0.2830477753
580	0.2827748571
581	0.2826417967
582	0.2823438168
583	0.2820998834
584	0.28191694
585	0.2816893399
586	0.2814525106
587	0.2812109965
588	0.2807254908
589	0.2804685113
590	0.2803490828
591	0.2801415254
592	0.2799609935
593	0.2797581453
594	0.2794353471
595	0.2791731036
596	0.278817583
597	0.2786593142
598	0.2784219488
599	0.2780552391
600	0.2778392749
601	0.2776801034
602	0.2775077079
603	0.2771703912
604	0.276981738
605	0.2767232135
606	0.2764271417
607	0.2760593189
608	0.2755964333
609	0.2754007649
610	0.2752603715
611	0.2750848017
612	0.2750109256
613	0.2747508513
614	0.2744293115
615	0.2741876027
616	0.2741262649
617	0.2738193061
618	0.2737086123
619	0.27351819
620	0.2733485454
621	0.2731478115
622	0.2729691484
623	0.2727267409
624	0.2725965129
625	0.2723712149
626	0.2720753467
627	0.2718907747
628	0.2716115694
629	0.2714209233
630	0.2713372533
631	0.2711173861
632	0.2708700561
633	0.2707368544
634	0.2705635692
635	0.2704070833
636	0.2701895169
637	0.270087815
638	0.2698824755
639	0.26978025
640	0.2695541205
641	0.2693199945
642	0.2691514902
643	0.2688119804
644	0.2685861848
645	0.2683492709
646	0.2682346049
647	0.2678458821
648	0.2675486784
649	0.2674354665
650	0.2673445176
651	0.2672470365
652	0.2670664853
653	0.2669360736
654	0.2667291281
655	0.2666366132
656	0.2664774903
657	0.2663396201
658	0.2662354772
659	0.2660110602
660	0.2657997235
661	0.2656973691
662	0.2655561329
663	0.2654615967
664	0.2652147353
665	0.2650597188
666	0.2649135951
667	0.264595725
668	0.2642335176
669	0.2640345832
670	0.2638666603
671	0.26372188
672	0.2634431231
673	0.263247386
674	0.2630959684
675	0.262927813
676	0.2627662758
677	0.2625311025
678	0.2622036831
679	0.2621092928
680	0.2619420605
681	0.2617335742
682	0.2614708669
683	0.2612304825
684	0.2609371089
685	0.2607195176
686	0.260472667
687	0.2604229928
688	0.2602292179
689	0.2601907842
690	0.2600086559
691	0.2598382169
692	0.2597296554
693	0.2596171492
694	0.2592583952
695	0.2588330995
696	0.2584959266
697	0.2583737092
698	0.2581304237
699	0.2578196626
700	0.2574648538
701	0.257222129
702	0.2570720968
703	0.2568161085
704	0.2566943942
705	0.256487857
706	0.2562376295
707	0.2560629682
708	0.2559140229
709	0.2555650746
710	0.2555149513
711	0.2552520951
712	0.2549676585
713	0.2548916647
714	0.2546834571
715	0.2545142228
716	0.2542566246
717	0.2541964882
718	0.2540051693
719	0.2537499249
720	0.253475952
721	0.2533422124
722	0.2533055404
723	0.2531938453
724	0.2529572408
725	0.2528101797
726	0.2526867164
727	0.2524643449
728	0.2523342392
729	0.2521630948
730	0.2519472253
731	0.2518469729
732	0.2517290354
733	0.2515297026
734	0.2514154943
735	0.2512637353
736	0.2509629535
737	0.2507308543
738	0.250616723
739	0.2505035781
740	0.2503099727
741	0.2499395692
742	0.2496461284
743	0.2493975401
744	0.2492184394
745	0.249072274
746	0.2488928054
747	0.2487337769
748	0.2485491913
749	0.2480311512
750	0.2479176555
751	0.247770466
752	0.2475593752
753	0.2474528081
754	0.2472368199
755	0.2471079047
756	0.2468218036
757	0.2465530722
758	0.2463680792
759	0.2461404402
760	0.2457248828
761	0.2455221727
762	0.2453806404
763	0.2451590298
764	0.2450938568
765	0.2446236714
766	0.2442967059
767	0.2441055375
768	0.2439460852
769	0.2438277781
770	0.2435997832
771	0.2434856397
772	0.2433721655
773	0.2431694294
774	0.2430863411
775	0.24291995
776	0.2427613939
777	0.2426414373
778	0.2424510619
779	0.2423110456
780	0.2421981567
781	0.241971613
782	0.2417582129
783	0.2416708092
784	0.2413593052
785	0.2410317123
786	0.2408268121
787	0.2406273699
788	0.2405024236
789	0.2403595008
790	0.2401539835
791	0.239954013
792	0.2397589991
793	0.2395692306
794	0.2393364044
795	0.2390711267
796	0.2388736404
797	0.2386467598
798	0.2384186771
799	0.2382930555
800	0.2381939297
801	0.2380059124
802	0.237970569
803	0.2377220153
804	0.2374980228
805	0.2372832777
806	0.2371581183
807	0.2370117942
808	0.2369018382
809	0.2367390584
810	0.236595991
811	0.2365003442
812	0.2363296055
813	0.2361784631
814	0.2360501655
815	0.2357190054
816	0.2354280901
817	0.2352927116
818	0.2351520237
819	0.234991323
820	0.234836741
821	0.2345956415
822	0.2345306203
823	0.2343910937
824	0.2340535546
825	0.2337842244
826	0.2335956447
827	0.2334034983
828	0.2332933018
829	0.2331690641
830	0.2330457873
831	0.2328185222
832	0.2326569254
833	0.2325274536
834	0.2323141176
835	0.2321361398
836	0.2318673507
837	0.2316726501
838	0.2315397826
839	0.2314118089
840	0.2313632966
841	0.2312213558
842	0.2310469361
843	0.2310189654
844	0.2307421782
845	0.2304908223
846	0.2304067709
847	0.230204662
848	0.2300562742
849	0.2299577397
850	0.2298651743
851	0.2297065125
852	0.2295506259
853	0.2292619871
854	0.2289894722
855	0.2288284362
856	0.2286486791
857	0.2283861952
858	0.2283078201
859	0.2280911134
860	0.2279508231
861	0.2278253226
862	0.2276873417
863	0.2275825388
864	0.2273941514
865	0.2271004914
866	0.2268822668
867	0.2266318618
868	0.2265012915
869	0.2263084734
870	0.2262698407
871	0.226112927
872	0.2259368036
873	0.2257487625
874	0.2256445417
875	0.2254980314
876	0.225395299
877	0.2251874893
878	0.2250405398
879	0.2248905498
880	0.2247003401
881	0.2243526689
882	0.2241155495
883	0.2239363665
884	0.2238029923
885	0.2234290702
886	0.223217776
887	0.2230103421
888	0.22271281
889	0.2224970077
890	0.2221940447
891	0.2219339692
892	0.2218579602
893	0.2218015903
894	0.2215877554
895	0.2213829731
896	0.2212096567
897	0.2210213441
898	0.2208099344
899	0.220652854
900	0.2205214823
901	0.2204396447
902	0.2203163475
903	0.2202114075
904	0.2200530191
905	0.2199050765
906	0.2196788184
907	0.219591046
908	0.2194479158
909	0.2192900987
910	0.2190561658
911	0.2189859817
912	0.2189097088
913	0.218704399
914	0.2185397147
915	0.2184248857
916	0.2181999961
917	0.2179017698
918	0.2177605
919	0.2176237725
920	0.2174344146
921	0.2172631491
922	0.2171340327
923	0.2170517943
924	0.2168957212
925	0.2168444615
926	0.2167603085
927	0.2165460679
928	0.2164272587
929	0.2162896012
930	0.2160016153
931	0.2158613375
932	0.2157393828
933	0.2155364142
934	0.2154227711
935	0.2152727224
936	0.215176094
937	0.2150597959
938	0.2149488501
939	0.2148056008
940	0.2147029024
941	0.2145909832
942	0.2144036187
943	0.2142676725
944	0.2140783096
945	0.2138629559
946	0.2136307011
947	0.2133482081
948	0.2132674025
949	0.2129928905
950	0.2128444652
951	0.2127394129
952	0.2126009107
953	0.2125130993
954	0.2124361051
955	0.2122926064
956	0.2121644842
957	0.2119728236
958	0.2116691154
959	0.2115142065
960	0.2114229841
961	0.2112802788
962	0.2110225575
963	0.210901538
964	0.210727845
965	0.2105472676
966	0.2103391423
967	0.2101904581
968	0.2100672994
969	0.2099206194
970	0.2099090866
971	0.2097530276
972	0.2095701311
973	0.2094326717
974	0.2093840341
975	0.2091556404
976	0.2089979612
